HS 8 digit code ,HS 8 digit code (no decimal),HS 10 digit code,"Customs value in $, 2017",Reader friendly descriptions,Product description,Tariff (%),Proposed higher tariff (%)
5903.10.20,59031020,,,,"Textile fabrics nesoi,of man-made fibers, impregnated, coated, covered or laminated with polyvinyl chloride, over 70% wt. rubber or plastics.",0.1,0.25
5903.10.25,59031025,,,,"Textile fabrics nesoi,of man-made fibers, impregnated, coated, covered or laminated with polyvinyl chloride, n/o 70% by wt. rubber or plastics.",0.1,0.25
5903.10.30,59031030,,,,"Textile fabrics nesoi, impregnated, coated, covered or laminated with polyvinyl chloride, other than those of heading 5902.",0.1,0.25
5903.20.10,59032010,,,,"Textile fabrics of cotton, impregnated, coated, covered or laminated with polyurethane.",0.1,0.25
5903.20.15,59032015,,,,"Textile fabrics spec in note 9 to section XI, of man-made fibers, impreg, coated, covered or laminated with polyurethane, over 60% plastics.",0.1,0.25
5903.20.18,59032018,,,,"Textile fabrics specified in note 9 to section XI, of man-made fibers, impregnated, coated, covered or laminated with polyurethane, nesoi.",0.1,0.25
5903.20.20,59032020,,,,"Textile fabrics of man-made fibers, impregnated, coated, covered or laminated with polyurethane, over 70% weight rubber or plastics.",0.1,0.25
5903.20.25,59032025,,,,"Textile fabrics of man-made fibers, impregnated, coated, covered or laminated with polyurethane, n/o 70% by weight rubber or plastics.",0.1,0.25
5903.20.30,59032030,,,,"Textile fabrics nesoi, impregnated, coated, covered or laminated with polyurethane.",0.1,0.25
5903.90.10,59039010,,,,"Textile fabrics of cotton, impregnated, coated, covered or laminated with plastics nesoi, other than those of heading 5902.",0.1,0.25
5903.90.15,59039015,,,,"Textile fabrics spec in note 9 to section XI, of man-made fibers, impreg, coated, covered or laminated w/plastics, nesoi, over 60% plastics.",0.1,0.25
5903.90.18,59039018,,,,"Textile fabrics specified in note 9 to section XI, of man-made fabrics, impregnated, coated, covered or laminated with plastics, nesoi.",0.1,0.25
5903.90.20,59039020,,,,"Textile fabrics of man-made fibers, impregnated, coated, covered or laminated with plastics, nesoi, over 70% weight rubber or plastics.",0.1,0.25
5903.90.25,59039025,,,,"Textile fabrics of man-made fibers, impregnated, coated, covered or laminated with plastics, nesoi, n/o 70% by weight rubber or plastics.",0.1,0.25
5903.90.30,59039030,,,,"Textile fabrics nesoi, impreg, coated, covered or laminated w/plastics other than vinyl chloride or polyurethane, other than those head 5902.",0.1,0.25
5904.10.00,59041000,,,,"Linoleum, whether or not cut to shape.",0.1,0.25
5904.90.10,59049010,,,,"Floor coverings consisting of a coating or covering applied on a textile backing, with a base consisting of needleloom felt or nonwovens.",0.1,0.25
5904.90.90,59049090,,,,"Floor coverings consisting of a coating or covering applied on textile backing, with textile base other than of needleloom felt or nonwovens.",0.1,0.25
5905.00.10,59050010,,,,Textile wall coverings backed with permanently affixed paper.,0.1,0.25
5905.00.90,59050090,,,,"Textile wall coverings, nesoi.",0.1,0.25
5906.10.00,59061000,,,,Rubberized textile fabric adhesive tape of a width not exceeding 20 cm (other than fabric of heading 5902).,0.1,0.25
5906.91.10,59069110,,,,"Rubberized textile fabrics of cotton, knitted or crocheted (other than fabric of heading 5902.",0.1,0.25
5906.91.20,59069120,,,,"Rubberized textile fabrics (other than of heading 5902) nesoi, knitted or crocheted, of man-made fibers, ov 70% by wt of rubber or plastics.",0.1,0.25
5906.91.25,59069125,,,,"Rubberized textile fabrics (other than of head 5902), nesoi, knitted or crocheted, of man-made fibers, n/o 70% by wt of rubber or plastics.",0.1,0.25
5906.91.30,59069130,,,,"Rubberized textile fabrics (other than of heading 5902) nesoi, knitted or crocheted, other than of cotton or man-made fibers.",0.1,0.25
5906.99.10,59069910,,,,"Rubberized textile fabrics not knitted or crocheted, of cotton, other than fabrics of heading 5902.",0.1,0.25
5906.99.20,59069920,,,,"Rubberized textile fabrics (other than of head 5902), nesoi, not knitted or crocheted, of man-made fibers, ov 70% by wt of rubber/plastics.",0.1,0.25
5906.99.25,59069925,,,,"Rubberized textile fabrics (other than of head 5902), nesoi, not knitted or crocheted, of man-made fibers, n/o 70% by wt of rubber/plastics.",0.1,0.25
5906.99.30,59069930,,,,"Rubberized textile fabrics, not knitted or crocheted, other than those of heading 5902, nesoi.",0.1,0.25
5907.00.05,59070005,,,,"Laminated fabrics specified in note 9 to sect. XI of HTS, of m-m fiber, for theatrical, ballet, & operatic scenery & properties, incl sets.",0.1,0.25
5907.00.15,59070015,,,,"Laminated fabrics spec in note 9 to sect XI of HTS, of m-m fiber, other than theatrical, ballet, & operatic scenery & properties, incl sets.",0.1,0.25
5907.00.25,59070025,,,,"Lam fabs specified in nte 9 to sect. XI of HTS, of tx mats except m-m fiber, for theatrical, ballet, & opera scenery & properties, incl sets.",0.1,0.25
5907.00.35,59070035,,,,"Lam fabs specified in nte 9 to sect. XI of HTS, of tx mats except m-m fiber, other than theatrical, ballet, & oper scenery & prop, incl sets.",0.1,0.25
5907.00.60,59070060,,,,"Other fabric, impregnated, coated or covered, and painted canvas being theatrical scenery, back-cloths or the like, of man-made fibers.",0.1,0.25
5907.00.80,59070080,,,,"Other fabric, impregnated, coated or covered, & painted canvas being theatrical scenery, back-cloths or the like, other than man-made fibers.",0.1,0.25
5908.00.00,59080000,,,,"Textile wicks, woven, plaited or knitted, for lamps, stoves, candles and the like; gas mantles and tubular knitted gas mantle fabric.",0.1,0.25
5909.00.10,59090010,,,,"Textile hosepiping and similar textile tubing of vegetable fibers, with or without lining, armor or accessories of other materials.",0.1,0.25
5909.00.20,59090020,,,,"Textile hosepiping and similar textile tubing nesoi, with or without lining, armor or accessories of other materials.",0.1,0.25
5910.00.10,59100010,,,,Transmission or conveyor belts or belting of man-made fibers.,0.1,0.25
5910.00.90,59100090,,,,"Transmission or conveyor belts or belting of textile materials, other than man-made fibers.",0.1,0.25
5911.10.10,59111010,,,,Printers' rubberized blankets of textile fabrics.,0.1,0.25
5911.10.20,59111020,,,,"Textile fabrics, felt and felt-lined woven fabrics, combined with layer(s) of rubber, leather or other material, for technical uses, nesoi.",0.1,0.25
5911.20.10,59112010,,,,"Bolting cloth fabrics principally used for stenciling purposes in screen-process printing, whether or not made up.",0.1,0.25
5911.20.20,59112020,,,,"Bolting cloth nesoi, of silk, whether or not made up.",0.1,0.25
5911.20.30,59112030,,,,"Bolting cloth, whether or not made up, nesoi.",0.1,0.25
5911.31.00,59113100,,,,"Textile fabrics and felts, endless or fitted with linking devices, used for papermaking or similar machines, weighing less than 650 g/m2.",0.1,0.25
5911.32.00,59113200,,,,"Textile fabrics and felts, endless or fitted with linking devices, used for papermaking or similar machines, weighing 650 g/m2 or more.",0.1,0.25
5911.40.00,59114000,,,,"Straining cloth of a kind used in oil presses or the like, of textile material or of human hair.",0.1,0.25
5911.90.00,59119000,,,,"Textile products and articles, of a kind used in machinery or plants for technical uses, specified in note 7 to chapter 59, nesoi.",0.1,0.25
6001.10.20,60011020,,,,Knitted or crocheted “long pile” fabrics of man-made fibers.,0.1,0.25
6001.10.60,60011060,,,,"Knitted or crocheted “long pile” fabrics, other than of man-made fibers.",0.1,0.25
6001.21.00,60012100,,,,Knitted or crocheted looped pile fabrics of cotton.,0.1,0.25
6001.22.00,60012200,,,,Knitted or crocheted looped pile fabrics of man-made fibers.,0.1,0.25
6001.29.00,60012900,,,,"Knitted or crocheted looped pile fabrics of textile materials, other than of cotton or man-made fibers.",0.1,0.25
6001.91.00,60019100,,,,Knitted or crocheted pile fabrics (other than “long pile” or looped pile) of cotton.,0.1,0.25
6001.92.00,60019200,,,,Knitted or crocheted pile fabrics (other than “long pile” or looped pile) of man-made fibers.,0.1,0.25
6001.99.10,60019910,,,,"Knitted or crocheted pile fabrics (except long or looped pile), of tex mats other than cotton or mmf, containing 85% or more by wt of silk.",0.1,0.25
6001.99.90,60019990,,,,"Knitted or crocheted pile fabrics (except long or looped pile), of tex mats other than cotton or mmf, cont less than 85% by wt of silk,.",0.1,0.25
6002.40.40,60024040,,,,"Knitted or crocheted fabrics nesoi, width not exceeding 30 cm, containing 5% or more elastomeric yarn but no rubber thread, of cotton.",0.1,0.25
6002.40.80,60024080,,,,"Knitted or crocheted fabrics nesoi, width n/o 30 cm, containing 5% or more elastomeric yarn but no rubber thread, other than of cotton.",0.1,0.25
6002.90.40,60029040,,,,"Knitted or crocheted fabrics nesoi, width not exceeding 30 cm, containing 5% or more elastomeric yarn or rubber thread nesoi, of cotton.",0.1,0.25
6002.90.80,60029080,,,,"Knitted or crocheted fabrics nesoi, width n/o 30 cm, containing 5% or more elastomeric yarn or rubber thread nesoi, other than of cotton.",0.1,0.25
6003.10.10,60031010,,,,"Warp knit open-worked fabrics of wool or fine animal hair, width not exceeding 30 cm, other than those of heading 6001 or 6002.",0.1,0.25
6003.10.90,60031090,,,,"Knitted or crocheted fabrics of wool or fine animal hair nesoi, width not exceeding 30 cm, other than those of heading 6001 or 6002.",0.1,0.25
6003.20.10,60032010,,,,"Warp knit open-worked fabrics of cotton, width not exceeding 30 cm, other than those of heading 6001 or 6002.",0.1,0.25
6003.20.30,60032030,,,,"Knitted or crocheted fabrics of cotton (other than warp knit open-worked), width not exceed 30 cm, other than those of heading 6001 or 6002.",0.1,0.25
6003.30.10,60033010,,,,"Warp knit open-worked fabrics of synthetic fibers, width not exceeding 30 cm, other than those of heading 6001 or 6002.",0.1,0.25
6003.30.60,60033060,,,,"Knitted or crocheted fabrics of synthetic fibers nesoi, width not over 30 cm, other than those of heading 6001 or 6002.",0.1,0.25
6003.40.10,60034010,,,,"Warp knit open-worked fabrics of artificial fibers, width not exceeding 30 cm, other than those of heading 6001 or 6002.",0.1,0.25
6003.40.60,60034060,,,,"Knitted or crocheted fabrics of artifical fibers nesoi, width not over 30 cm, other than those of heading 6001 or 6002.",0.1,0.25
6003.90.10,60039010,,,,"Warp knit open-worked fabrics nesoi, width not exceeding 30 cm, other than those of heading 6001 or 6002.",0.1,0.25
6003.90.90,60039090,,,,"Knitted or crocheted fabrics nesoi, width not exceeding 30 cm, other than those of heading 6001 or 6002.",0.1,0.25
6004.10.00,60041000,,,,"Knitted or crocheted fabrics, width exceeding 30 cm, containing 5% or more of elastomeric yarn but no rubber thread, not of heading 6001.",0.1,0.25
6004.90.20,60049020,,,,"Knitted or crocheted fabrics, width exceeding 30 cm, containing 5% or more of elastomeric yarn and rubber thread, other than of heading 6001.",0.1,0.25
6004.90.90,60049090,,,,"Knitted or crocheted fabrics, width exceeding 30 cm, containing 5% or more of rubber thread, other than those of heading 6001.",0.1,0.25
6005.21.00,60052100,,,,"Unbleached or bleached warp knit fabrics (including those made on galloon knitting machines) of cotton, other than of headings 6001 to 6004.",0.1,0.25
6005.22.00,60052200,,,,"Dyed warp knit fabrics (including those made on galloon knitting machines) of cotton, other than those of headings 6001 to 6004.",0.1,0.25
6005.23.00,60052300,,,,"Warp knit fabrics of yarns of different colors (including made on galloon knitting machines) of cotton, other than headings 6001 to 6004.",0.1,0.25
6005.24.00,60052400,,,,"Printed warp knit fabrics (including those made on galloon knitting machines) of cotton, other than those of headings 6001 to 6004.",0.1,0.25
6005.35.00,60053500,,,,"Wrap knit fabrics of synthetic fibers, specified in subheading note 1 to this chapter excluding headings 6001 to 6004.",0.1,0.25
6005.36.00,60053600,,,,"Other wrap knit fabrics of synthetic fibers, bleached or unbleached, but not dyed and not specified in subheading note 1 to this chapter.",0.1,0.25
6005.37.00,60053700,,,,"Other wrap knit fabrics of synthetic fibers, dyed, not specified in subheading note 1 to this chapter.",0.1,0.25
6005.38.00,60053800,,,,"Other wrap knit fabrics of synthetic fibers, of yarns of different colors, not specified in subheading note 1 to this chapter.",0.1,0.25
6005.39.00,60053900,,,,"Other wrap knit fabrics of synthetic fibers, printed, not specified in subheading note 1 to this chapter.",0.1,0.25
6005.41.00,60054100,,,,"Unbleached or bleached warp knit fabrics (including made on galloon knitting machines) of artificial fiber, other than headings 6001 to 6004.",0.1,0.25
6005.42.00,60054200,,,,"Dyed warp knit fabrics (including those made on galloon knitting machines) of artificial fibers, other than those of headings 6001 to 6004.",0.1,0.25
6005.43.00,60054300,,,,"Warp knit fabrics of yarn of different color (including made on galloon knitting machine) of artificial fiber, other than headings 6001-6004.",0.1,0.25
6005.44.00,60054400,,,,"Printed warp knit fabrics (including those made on galloon knitting machine) of artificial fibers, other than those of headings 6001 to 6004.",0.1,0.25
6005.90.10,60059010,,,,"Warp knit fabrics (including those made on galloon knitting machines) of wool or fine animal hair, other than those of headings 6001 to 6004.",0.1,0.25
6005.90.90,60059090,,,,"Warp knit fabric (including made on galloon knit machine), not of wool/fine animal hair, cotton or manmade fiber, not of headings 6001-6004.",0.1,0.25
6006.10.00,60061000,,,,"Knitted or crocheted fabrics of wool or fine animal hair, nesoi.",0.1,0.25
6006.21.10,60062110,,,,"Unbleached or bleached circular knit fabric, wholly of cotton yarns over 100 metric number per single yarn, nesoi.",0.1,0.25
6006.21.90,60062190,,,,"Unbleached or bleached knitted or crocheted fabrics of cotton, nesoi.",0.1,0.25
6006.22.10,60062210,,,,"Dyed circular knit fabric, wholly of cotton yarns over 100 metric number per single yarn, nesoi.",0.1,0.25
6006.22.90,60062290,,,,"Dyed knitted or crocheted fabrics of cotton, nesoi.",0.1,0.25
6006.23.10,60062310,,,,"Circular knit fabric, of yarns of different colors, wholly of cotton yarns over 100 metric number per single yarn, nesoi.",0.1,0.25
6006.23.90,60062390,,,,"Knitted or crocheted fabrics of cotton, of yarns of different colors, nesoi.",0.1,0.25
6006.24.10,60062410,,,,"Printed circular knit fabric, wholly of cotton yarns over 100 metric number per single yarn, nesoi.",0.1,0.25
6006.24.90,60062490,,,,"Printed knitted or crocheted fabrics of cotton, nesoi.",0.1,0.25
6006.31.00,60063100,,,,"Unbleached or bleached knitted or crocheted fabrics of synthetic fibers, nesoi.",0.1,0.25
6006.32.00,60063200,,,,"Dyed knitted or crocheted fabrics of synthetic fibers, nesoi.",0.1,0.25
6006.33.00,60063300,,,,"Knitted or crocheted fabrics of synthetic fibers, of yarns of different colors, nesoi.",0.1,0.25
6006.34.00,60063400,,,,"Printed knitted or crocheted fabrics of synthetic fibers, nesoi.",0.1,0.25
6006.41.00,60064100,,,,"Unbleached or bleached knitted or crocheted fabrics of artificial fibers, nesoi.",0.1,0.25
6006.42.00,60064200,,,,"Dyed knitted or crocheted fabrics of artificial fibers, nesoi.",0.1,0.25
6006.43.00,60064300,,,,"Knitted or crocheted fabrics of artificial fibers, of yarns of different colors, nesoi.",0.1,0.25
6006.44.00,60064400,,,,"Printed knitted or crocheted fabrics of artificial fibers, nesoi.",0.1,0.25
6006.90.10,60069010,,,,"Other knitted or crocheted fabrics nesoi, containing 85 percent or more by weight of silk or silk waste.",0.1,0.25
6006.90.90,60069090,,,,"Other knitted or crocheted fabrics nesoi, other than of wool, cotton or manmade fibers & containing <85% by wt of silk/silk waste.",0.1,0.25
6501.00.30,65010030,,,,"Hat forms, hat bodies and hoods, not blocked to shape or with made brims; plateaux & manchons; all of fur felt, for men or boys.",0.1,0.25
6501.00.60,65010060,,,,"Hat forms, hat bodies and hoods, not blocked to shape or with made brims; plateaux & manchons; all of fur felt, not for men or boys.",0.1,0.25
6501.00.90,65010090,,,,"Hat forms, hat bodies and hoods, not blocked to shape or with made brims; plateaux & manchons; all of felt, other than fur felt.",0.1,0.25
6502.00.20,65020020,,,,"Hat shapes, plaited or assembled from strips, not blocked/lined/trimmed & w/o made brims, of veg. fibers or materls, or paper yarn, sewed.",0.1,0.25
6502.00.40,65020040,,,,"Hat shapes, plaited or asmbld from strips, n/blocked/lined/trimmed & w/o made brims, of veg. fibers or materls, not sewed/bleached/colored.",0.1,0.25
6502.00.60,65020060,,,,"Hat shapes, plaited or asmbld from strips, n/blocked/lined/trimmed & w/o made brims, of veg. fibers or materls, not sewed but bleachd/colord.",0.1,0.25
6502.00.90,65020090,,,,"Hat shapes, plaited or assembled from strips, not blocked/lined/trimmed & w/o made brims, not veg. fibers/veg. materials/paper yarn, nesoi.",0.1,0.25
6504.00.30,65040030,,,,"Hats and headgear, plaited or assembled from strips of veg. fibers or unspun fibrous veg. materials and/or paper yarn, sewed.",0.1,0.25
6504.00.60,65040060,,,,"Hats and headgear, plaited or assembled from strips of veg. fibers or unspun fibrous veg. materials and/or paper yarn, not sewed.",0.1,0.25
6504.00.90,65040090,,,,"Hats and headgear, plaited or assembled from strips of any material (o/than veg. fibers/unspun fibrous veg. materials and/or paper yarn).",0.1,0.25
6505.00.01,65050001,,,,"Hair-nets of any material, whether or not lined or trimmed.",0.1,0.25
6505.00.04,65050004,,,,Hats and headgear of fur felt made from hat forms and hat bodies of 6501.,0.1,0.25
6505.00.08,65050008,,,,"Hats and headgear made from hat forms and hat bodies of 6501, except of fur felt.",0.1,0.25
6505.00.15,65050015,,,,"Hats and headgear, of cotton and/or flax, knitted.",0.1,0.25
6505.00.20,65050020,,,,"Headwear, of cotton, not knitted; certified hand-loomed and folklore hats & headgear, of cotton or flax, not knitted.",0.1,0.25
6505.00.25,65050025,,,,"Hats and headgear, of cotton or flax, not knitted, not certified hand-loomed folklore goods.",0.1,0.25
6505.00.30,65050030,,,,"Hats and headgear, of wool, knitted or crocheted or made up from knitted or crocheted fabric.",0.1,0.25
6505.00.40,65050040,,,,"Hats and headgear, of wool, made up from felt or of textile material, not knitted or crocheted or made up from knitted or crocheted fabric.",0.1,0.25
6505.00.50,65050050,,,,"Hats and headgear, of man-made fibers, knitted or crocheted or made up from knitted or crocheted fabric, wholly or in part of braid.",0.1,0.25
6505.00.60,65050060,,,,"Hats and headgear, of man-made fibers, knitted or crocheted or made up from knitted or crocheted fabrics, not in part of braid.",0.1,0.25
6505.00.70,65050070,,,,"Hats and headgear, of man-made fibers, made up from felt or of textile material, not knitted or crocheted, wholly or in part braid.",0.1,0.25
6505.00.80,65050080,,,,"Hats and headgear, of man-made fibers, made up from felt or of textile material, not knitted or crocheted, not in part of braid.",0.1,0.25
6505.00.90,65050090,,,,"Hats and headgear, of textile materials (other than of cotton, flax, wool or man-made fibers), nesoi.",0.1,0.25
6506.10.30,65061030,,,,"Safety headgear of reinforced or laminated plastics, whether or not lined or trimmed.",0.1,0.25
6506.10.60,65061060,,,,"Safety headgear, other than of reinforced or laminated plastics, whether or not lined or trimmed.",0.1,0.25
6506.91.00,65069100,,,,"Headgear (other than safety headgear), nesoi, of rubber or plastics, whether or not lined or trimmed.",0.1,0.25
6506.99.30,65069930,,,,"Headgear, nesoi, of furskin, whether or not lined or trimmed.",0.1,0.25
6506.99.60,65069960,,,,"Headgear (other than safety headgear), nesoi, of materials other than rubber, plastics, or furskins, whether or not lined or trimmed.",0.1,0.25
6507.00.00,65070000,,,,"Headbands, linings, covers, hat foundations, hat frames, peaks (visors) and chinstraps, for headgear.",0.1,0.25
6701.00.30,67010030,,,,Articles of feathers or down (other than articles & apparel filled or stuffed with feathers/down and worked quills & scapes).,0.1,0.25
6701.00.60,67010060,,,,"Skins and o/parts of birds w/their feathers or down, feathers, pts of feathers/down, nesoi.",0.1,0.25
6801.00.00,68010000,,,,"Setts, curbstones and flagstones, of natural stone (except slate).",0.1,0.25
6802.10.00,68021000,,,,"Tiles/cubes/similar arts. of natural stone, enclosable in a sq. w/a side less than 7 cm; artificially colored granules, chippings & powder.",0.1,0.25
6802.21.10,68022110,,,,"Monumental or building stone & arts. thereof, of travertine, simply cut/sawn, w/flat or even surface.",0.1,0.25
6802.21.50,68022150,,,,"Monumental or building stone & arts. thereof, of marble & alabaster, simply cut/sawn, w/flat or even surface.",0.1,0.25
6802.23.00,68022300,,,,"Monumental or building stone & arts. thereof, of granite, simply cut/sawn, w/flat or even surface.",0.1,0.25
6802.29.10,68022910,,,,"Monumental or building stone & arts. thereof, of calcareous stone, nesoi, simply cut/sawn, w/flat or even surface.",0.1,0.25
6802.29.90,68022990,,,,"Monumental or building stone & arts. thereof, of stone, nesoi, simply cut/sawn, w/flat or even surface.",0.1,0.25
6802.91.05,68029105,,,,"Marble slabs, further worked than simply cut/sawn.",0.1,0.25
6802.91.15,68029115,,,,"Monumental or building stone & arts. thereof (o/than slabs), of marble, further worked than simply cut/sawn, nesoi.",0.1,0.25
6802.91.20,68029120,,,,"Monumental or building stone & arts. thereof, of travertine, dressed or polished but not further worked, nesoi.",0.1,0.25
6802.91.25,68029125,,,,"Monumental or building stone & arts. thereof, of travertine, further worked than dressed or polished, nesoi.",0.1,0.25
6802.91.30,68029130,,,,"Monumental or building stone & arts. thereof, of alabaster, further worked than simply cut/sawn, nesoi.",0.1,0.25
6802.92.00,68029200,,,,"Monumental or building stone & arts. thereof, of calcareous stone, nesoi, further worked than simply cut/sawn, nesoi.",0.1,0.25
6802.93.00,68029300,,,,"Monumental or building stone & arts. thereof, of granite, further worked than simply cut/sawn, nesoi.",0.1,0.25
6802.99.00,68029900,,,,"Monumental or building stone & arts. thereof, nesoi, further worked than simply cut/sawn, nesoi.",0.1,0.25
6803.00.10,68030010,,,,Roofing slate.,0.1,0.25
6803.00.50,68030050,,,,Worked slate (other than roofing slate) and articles of slate or agglomerated slate.,0.1,0.25
6804.10.00,68041000,,,,"Millstones and grindstones for milling, grinding or pulping.",0.1,0.25
6804.21.00,68042100,,,,"Millstones, grindstones, grinding wheels and the like, nesoi, of agglomerated synthetic or natural diamond.",0.1,0.25
6804.22.10,68042210,,,,"Millstones, grindstones, grinding wheels and the like, nesoi, of agglomerated abrasives nesoi, or ceramics, bonded with synthetic resins.",0.1,0.25
6804.22.40,68042240,,,,"Abrasive wheels of agglomerated abrasives nesoi, or ceramics, not bonded with synthetic resins.",0.1,0.25
6804.22.60,68042260,,,,"Millstones, grindstones, grinding wheels and the like, nesoi, of agglomerated abrasives nesoi, or ceramics, not bonded w/synthetic resins.",0.1,0.25
6804.23.00,68042300,,,,"Millstones, grindstones, grinding wheels and the like, nesoi, of natural stone.",0.1,0.25
6804.30.00,68043000,,,,Hand sharpening or polishing stones.,0.1,0.25
6805.10.00,68051000,,,,Natural or artificial abrasive powder or grain on a base of woven textile fabric only.,0.1,0.25
6805.20.00,68052000,,,,Natural or artificial abrasive powder or grain on a base of paper or paperboard only.,0.1,0.25
6805.30.10,68053010,,,,"Articles wholly or partly coated natural or artificial abrasive powder or grain, on a base of materials nesoi, in sheets, strips, disks,etc..",0.1,0.25
6805.30.50,68053050,,,,"Natural or artificial abrasive powder or grain on a base of materials nesoi, in forms nesoi.",0.1,0.25
6806.10.00,68061000,,,,"Slag wool, rock wool and similar mineral wools, in bulk, sheets or rolls.",0.1,0.25
6806.20.00,68062000,,,,"Exfoliated vermiculite, expanded clays, foamed slag and similar expanded mineral materials.",0.1,0.25
6806.90.00,68069000,,,,"Mixtures and articles of heat-insulating, sound-insulating or sound-absorbing mineral materials, nesoi.",0.1,0.25
6807.10.00,68071000,,,,"Articles of asphalt or of similar material, in rolls.",0.1,0.25
6807.90.00,68079000,,,,"Articles of asphalt or of similar material, not in rolls.",0.1,0.25
6808.00.00,68080000,,,,"Panels, boards, tiles and similar articles of vegetable fiber, straw or wood wastes, agglomerated with cement, plaster or o/mineral binders.",0.1,0.25
6809.11.00,68091100,,,,"Panels, boards, sheets, tiles and similar articles of plaster or comp. plaster, n/ornamented, faced or reinforced w/paper or paperboard only.",0.1,0.25
6809.19.00,68091900,,,,"Panels, boards, sheets, tiles and similar articles of plaster or comp. plaster, not ornamented, nesoi.",0.1,0.25
6809.90.00,68099000,,,,"Articles (other than panels, boards, sheets, tiles, etc.) of plaster or of compositions based on plaster, nesoi.",0.1,0.25
6810.11.00,68101100,,,,"Building blocks and bricks, of cement, concrete or artificial stone, whether or not reinforced.",0.1,0.25
6810.19.12,68101912,,,,"Floor and wall tiles, of stone agglomerated with binders other than cement.",0.1,0.25
6810.19.14,68101914,,,,"Floor and wall tiles, of cement, concrete, or of artificial stone (except stone agglom. w/binders other than cement).",0.1,0.25
6810.19.50,68101950,,,,"Tiles, flagstones, and similar articles, nesoi, of cement, concrete or artificial stone, whether or not reinforced.",0.1,0.25
6810.91.00,68109100,,,,"Prefabricated structural components for building or civil engineering, of cement, concrete or artificial stone, nesoi.",0.1,0.25
6810.99.00,68109900,,,,"Articles of cement (other than tiles, flagstones, bricks and similar arts.), of concrete or artificial stone, nesoi.",0.1,0.25
6811.40.00,68114000,,,,Articles of asbestos-cement.,0.1,0.25
6811.81.00,68118100,,,,"Corrugated sheets, of cellulose fiber-cement or the like (not containing asbestos).",0.1,0.25
6811.82.00,68118200,,,,"Sheets (other than corrugated), panels, tiles and similar articles of cellulose-fiber cement or the like (not containing asbestos).",0.1,0.25
6811.89.10,68118910,,,,"Tubes, pipes and tube or pipe fittings, of cellulose fiber-cement or the like (not containing asbestos).",0.1,0.25
6811.89.90,68118990,,,,"Articles of cellulose fiber-cement or the like (not containing asbestos), nesoi.",0.1,0.25
6812.80.10,68128010,,,,Footwear of crocidolite.,0.1,0.25
6812.80.90,68128090,,,,"Articles or mixtures of crocidolite, nesoi.",0.1,0.25
6812.91.10,68129110,,,,Footwear of asbestos other than crocidolite.,0.1,0.25
6812.91.90,68129190,,,,"Clothing, accessories, and headgear of asbestos other than crocidolite.",0.1,0.25
6812.92.00,68129200,,,,"Paper, millboard and felt of asbestos other than crocidolite.",0.1,0.25
6812.93.00,68129300,,,,"Compressed asbestos (other than crocidolite) fiber jointing, in sheets.",0.1,0.25
6812.99.00,68129900,,,,"Articles nesoi, of asbestos other than crocidolite or mixtures with a basis of asbestos other than crocidolite.",0.1,0.25
6813.20.00,68132000,,,,"Friction material & articles thereof, containing asbestos.",0.1,0.25
6813.81.00,68138100,,,,Brake linings and pads not containing asbestos.,0.1,0.25
6813.89.00,68138900,,,,"Friction material & articles thereof with a basis of mineral substances (other than asbestos) or of cellulose, nesoi.",0.1,0.25
6814.10.00,68141000,,,,"Agglomerated or reconstituted mica, in plates, sheets and strips, whether or not on a support.",0.1,0.25
6814.90.00,68149000,,,,"Worked mica and articles of mica, nesoi, whether or not on a support of paper, paperboard or other materials.",0.1,0.25
6815.10.01,68151001,,,,Nonelectrical articles of graphite or other carbon.,0.1,0.25
6815.20.00,68152000,,,,"Articles of peat, nesoi.",0.1,0.25
6815.91.00,68159100,,,,"Articles containing magnesoite, dolomite or chromite, nesoi.",0.1,0.25
6815.99.20,68159920,,,,"Talc, steatite and soapstone, cut or sawn, or in blanks, crayons, cubes, disks or other forms.",0.1,0.25
6815.99.40,68159940,,,,"Articles of stone or of other mineral substances (including carbon fibers & articles thereof), nesoi.",0.1,0.25
6901.00.00,69010000,,,,"Siliceous fossil meal or earth bricks, blocks, tiles and other ceramic goods.",0.1,0.25
6902.10.10,69021010,,,,"Refractory bricks of magnesoite, containing by weight o/50% MgO.",0.1,0.25
6902.10.50,69021050,,,,"Refractory bricks, blocks, tiles and similar goods containing by weight o/50% MgO, CaO, or Cr2O3.",0.1,0.25
6902.20.10,69022010,,,,Refractory bricks containing by weight o/50% alumina (Al2O2) or silica (SiO2) or mixtures or compounds thereof.,0.1,0.25
6902.20.50,69022050,,,,"Refractory blocks, tiles & similar goods (o/than bricks), cont. by wt. o/50% alumina (Al2O2) or silica (SiO2) or mixtures thereof.",0.1,0.25
6902.90.10,69029010,,,,"Refractory bricks, nesoi.",0.1,0.25
6902.90.50,69029050,,,,"Refractory blocks, tiles & similar goods (other than bricks), nesoi.",0.1,0.25
6903.10.00,69031000,,,,"Refractory ceramic goods (o/than of siliceous fossil meals or earths), nesoi, cont. by wt. o/50% graphite or o/forms or mix. of carbon.",0.1,0.25
6903.20.00,69032000,,,,"Refractory ceramic goods (o/than of siliceous fossil meals or earths), nesoi, cont. by wt. o/50% alumina or mix. or comp. of Al2O3 & SiO3.",0.1,0.25
