HS 8 digit code ,HS 8 digit code (no decimal),HS 10 digit code,"Customs value in $, 2017",Reader friendly descriptions,Product description,Tariff (%),Proposed higher tariff (%)
5309.21.40,53092140,,,,"Woven fabrics of flax, containing less than 85 percent by weight of flax, unbleached or bleached, nesoi.",0.1,0.25
5309.29.20,53092920,,,,"Woven fabrics of flax, containing <85% by wt of flax, contain over 17% by wt of wool or fine animal hair, other than unbleached or bleached.",0.1,0.25
5309.29.30,53092930,,,,"Woven fabrics of flax, less than 85% by wt of flax, containing less than 17% by wt of wool and containing cotton and manmade fibers, nesoi.",0.1,0.25
5309.29.40,53092940,,,,"Woven fabrics of flax, containing less than 85 percent by weight of flax, other than unbleached or bleached, nesoi.",0.1,0.25
5310.10.00,53101000,,,,Unbleached woven fabrics of jute or of other textile bast fibers of heading 5303.,0.1,0.25
5310.90.00,53109000,,,,"Woven fabrics of jute or of other textile bast fibers of heading 5303, other than unbleached.",0.1,0.25
5311.00.20,53110020,,,,"Woven fabrics of other vegetable textile fibers, containing more than 17% by weight of wool or fine animal hair.",0.1,0.25
5311.00.30,53110030,,,,"Woven fabrics of other vegetable textile fibers, containing cotton and manmade fibers, nesoi.",0.1,0.25
5311.00.40,53110040,,,,"Woven fabrics of other vegetable textile fibers, nesoi.",0.1,0.25
5311.00.60,53110060,,,,Woven fabrics of paper yarn.,0.1,0.25
5401.10.00,54011000,,,,"Sewing thread of synthetic filaments, whether or not put up for retail sale.",0.1,0.25
5401.20.00,54012000,,,,"Sewing thread of artificial filaments, whether or not put up for retail sale.",0.1,0.25
5402.11.30,54021130,,,,"Single high tenacity yarn of aramids, not put up for retail sale.",0.1,0.25
5402.11.60,54021160,,,,"Multiple (folded) or cabled high tenacity yarn (except sewing thread) of aramids, not put up for retail sale.",0.1,0.25
5402.19.30,54021930,,,,"Single high tenacity yarn of nylon or polyamides (except aramids), not put up for retail sale.",0.1,0.25
5402.19.60,54021960,,,,"Multiple (folded) or cabled high tenacity yarn (except sewing thread) of nylon or other polyamides (except aramids), not put up for retail sale.",0.1,0.25
5402.20.30,54022030,,,,"Single high tenacity yarn of polyesters, not put up for retail sale.",0.1,0.25
5402.20.60,54022060,,,,"Multiple (folded) or cabled high tenacity yarn (except sewing thread) of polyesters, not put up for retail sale.",0.1,0.25
5402.31.30,54023130,,,,"Single textured yarn, of nylon or other polyamides, measuring not more than 500 decitex, not put up for retail sale.",0.1,0.25
5402.31.60,54023160,,,,"Multiple or cabled textured yarn (except sewing thread), of polyamides, single yarn not more than 500 decitex, not put up for retail sale.",0.1,0.25
5402.32.30,54023230,,,,"Single textured yarn, of nylon or other polyamides, measuring more than 500 decitex, not put up for retail sale.",0.1,0.25
5402.32.60,54023260,,,,"Multiple or cabled textured yarn (except sewing thread), of polyamides, single yarn more than 500 decitex, not put up for retail sale.",0.1,0.25
5402.33.30,54023330,,,,"Single textured yarn of polyesters, not put up for retail sale.",0.1,0.25
5402.33.60,54023360,,,,"Multiple or cabled textured yarn (except sewing thread), of polyesters, not put up for retail sale.",0.1,0.25
5402.34.30,54023430,,,,"Single textured polypropylene yarn, not put up for retail sale.",0.1,0.25
5402.34.60,54023460,,,,"Multiple or cabled textured polypropylene yarn (except sewing thread), not put up for retail sale.",0.1,0.25
5402.39.31,54023931,,,,"Single textured yarn, nesoi, not put up for retail sale.",0.1,0.25
5402.39.61,54023961,,,,"Multiple or cabled textured yarn (except sewing thread), nesoi, not put up for retail sale.",0.1,0.25
5402.44.00,54024400,,,,"Single elastomeric yarns, monofil, untwisted or with a twist not exceeding 50 turns per meter, not for retail sale.",0.1,0.25
5402.45.10,54024510,,,,"Synth filament yarn, for doll wigs, of colored multifil, untwisted/with twist <5 turns/meter, of nylon or other polyamide, not retail sale.",0.1,0.25
5402.45.90,54024590,,,,"Syn filament yarn (not for doll wigs), of colored multifil, untwisted/with twist <5 turns/meter, of nylon or o/polyamides, not retail sale.",0.1,0.25
5402.46.00,54024600,,,,"Non-textured yarn of polyesters, partially oriented, single, untwisted or with a twist not exceeding 50 turns/m, not put up for retail sale.",0.1,0.25
5402.47.10,54024710,,,,"Single yarn, twist of 0-50 turns/m, wholly polyester, 75-80 decitex, 24 filaments, nesoi, not put up for retail sale.",0.1,0.25
5402.47.90,54024790,,,,"Single yarn, twist of 0-50 turns/m, other than wholly of polyester, nesoi, not put up for retail sale.",0.1,0.25
5402.48.00,54024800,,,,"Non-textured polypropylene yarns, monofil, untwisted or with a twist not exceeding 50 turns per meter, not for retail sale.",0.1,0.25
5402.49.11,54024911,,,,"Colored multifilament yarn to be used to make wigs for dolls, of modacrylic, untwisted or twisted, <5 turns per meter, not for retail sale.",0.1,0.25
5402.49.91,54024991,,,,"Other yarns, monofil; multifil, untwisted or twisted > or = to 5, not exceeding 50 turns per meter of other synthetic, not for retail sale.",0.1,0.25
5402.51.00,54025100,,,,"Nylon or other polyamide yarns, single, with a twist exceeding 50 turns/m, not put up for retail sale.",0.1,0.25
5402.52.10,54025210,,,,"Single yarn, twist exceeding 50 turns/m, wholly polyester, 75-80 decitex, 24 filaments, nesoi, not put up for retail sale.",0.1,0.25
5402.52.90,54025290,,,,"Single yarn, twist exceeding 50 turns/m, other than wholly of polyester, nesoi, not put up for retail sale.",0.1,0.25
5402.53.00,54025300,,,,"Synthetic filament yarn of polypropylene: single other twisted yarns exc nylon/polyester, >50 turns/M, not put up for retail sale.",0.1,0.25
5402.59.01,54025901,,,,"Synthetic filament yarn nesoi: single other twisted yarns exc nylon/polyester, >50 turns/M, not put up for retail sale.",0.1,0.25
5402.61.00,54026100,,,,"Nylon or other polyamide yarn, multiple (folded) or cabled, (except sewing thread), not put up for retail sale.",0.1,0.25
5402.62.00,54026200,,,,"Polyester yarn, multiple (folded) or cabled, (except sewing thread), not put up for retail sale.",0.1,0.25
5402.63.00,54026300,,,,"Synthetic filament yarn exc sewing thread of polypropylene, not for retail sale inc monofilament <67 decitex: other yarn multiple (folded) or cabled.",0.1,0.25
5402.69.01,54026901,,,,"Synthetic filament yarn exc sewing thread nesoi, not for retail sale inc monofilament <67 decitex: other yarn multiple (folded) or cabled.",0.1,0.25
5403.10.30,54031030,,,,"Single high tenacity yarn of viscose rayon, not put up for retail sale.",0.1,0.25
5403.10.60,54031060,,,,"Multiple (folded) or cabled high tenacity yarn of viscose rayon (except sewing thread), not put up for retail sale.",0.1,0.25
5403.31.00,54033100,,,,"Single yarn of viscose rayon (not high ten. or sewing thread), untwisted or with a twist not over 120 turns/m, not put up for retail sale.",0.1,0.25
5403.32.00,54033200,,,,"Single yarn of viscose rayon (not high ten. or sewing thread), with twist exceeding 120 turns/m, not put up for retail sale.",0.1,0.25
5403.33.00,54033300,,,,"Single yarn of cellulose acetate (not high ten. or sewing thread), not put up for retail sale.",0.1,0.25
5403.39.10,54033910,,,,"Single textured artificial filament yarn (other than sewing thread), not put up for retail sale.",0.1,0.25
5403.39.90,54033990,,,,"Artificial filament yarn nesoi, single, not put up for retail sale.",0.1,0.25
5403.41.00,54034100,,,,"Viscose rayon yarn (except sewing thread), multiple (folded) or cabled, not put up for retail sale.",0.1,0.25
5403.42.00,54034200,,,,"Yarn of cellulose acetate (except sewing thread) multiple (folded) or cabled, not put up for retail sale.",0.1,0.25
5403.49.10,54034910,,,,"Multiple (folded) or cabled textured artificial filament yarn (other than sewing thread), not put up for retail sale.",0.1,0.25
5403.49.90,54034990,,,,"Multiple (folded) or cabled non-textured artificial filament yarn (other than sewing thread), not put up for retail sale.",0.1,0.25
5404.11.00,54041100,,,,"Synthetic monofilament (exc. polypropylene), elastomeric, of 67 decitex or more and with no cross-sectional dimension >1 mm, nesoi.",0.1,0.25
5404.12.10,54041210,,,,"Polypropylene monofilament of 67 decitex or more (not racket strings), and with no cross-sectional dim. >1 mm, not over 254 mm in length.",0.1,0.25
5404.12.90,54041290,,,,"Polypropylene monofilament of 67 decitex or more (not racket strings), and with no cross-sectional dim. >1 mm, over 254 mm in length.",0.1,0.25
5404.19.10,54041910,,,,Racket strings of synthetic monofilament of 67 decitex or more and of which no cross-sectional dimension exceeds 1 mm.,0.1,0.25
5404.19.80,54041980,,,,"Synthetic monofilament (exc. polypropylene), of 67 decitex or more and with no cross-sectional dimension >1 mm, nesoi.",0.1,0.25
5404.90.00,54049000,,,,Strip and the like of synthetic textile materials of an apparent width not exceeding 5 mm.,0.1,0.25
5405.00.30,54050030,,,,Artificial monofilament of 67 decitex or more and of which no cross-sectional dimension exceeds 1 mm.,0.1,0.25
5405.00.60,54050060,,,,Strip and the like of artificial textile materials of an apparent width not exceeding 5 mm.,0.1,0.25
5406.00.10,54060010,,,,"Synthetic filament yarn (except sewing thread), put up for retail sale.",0.1,0.25
5406.00.20,54060020,,,,"Artificial filament yarn (except sewing thread), put up for retail sale.",0.1,0.25
5407.10.00,54071000,,,,Woven fabrics obtained from high tenacity yarn of nylon or other polyamides or of polyesters.,0.1,0.25
5407.20.00,54072000,,,,Woven fabrics obtained from strip or the like of synthetic textile materials.,0.1,0.25
5407.30.10,54073010,,,,"Woven fabrics specified in note 9 to section XI, of synthetic filament yarn, over 60 percent by weight of plastics.",0.1,0.25
5407.30.90,54073090,,,,"Woven fabrics specified in note 9 to section XI, of synthetic filament yarn, nesoi.",0.1,0.25
5407.41.00,54074100,,,,"Woven fabrics, containing 85 percent or more by weight of filaments of nylon or other polyamides, unbleached or bleached.",0.1,0.25
5407.42.00,54074200,,,,"Woven fabrics, containing 85 percent or more by weight of filaments of nylon or other polyamides, dyed.",0.1,0.25
5407.43.10,54074310,,,,"Woven fabrics, over 85% by wt fil. of nylon/other polyamides, of diff colored yarns, thread count over 69-142/cm warp, over 31-71/cm filling.",0.1,0.25
5407.43.20,54074320,,,,"Woven fabrics, containing 85 percent or more by weight of filaments of nylon or other polyamides, of yarns of different colors, nesoi.",0.1,0.25
5407.44.00,54074400,,,,"Woven fabrics, containing 85 percent or more by weight of filaments of nylon or other polyamides, printed.",0.1,0.25
5407.51.00,54075100,,,,"Woven fabrics, containing 85 percent or more by weight of textured polyester filaments, unbleached or bleached.",0.1,0.25
5407.52.05,54075205,,,,"Woven fabrics, over 85 percent textured polyester filaments, dyed, less than 77 cm in width, thread count 69-142/cm warp, 31-71/cm filling.",0.1,0.25
5407.52.20,54075220,,,,"Woven fabrics, over 85 percent textured polyester filaments, dyed, nesoi.",0.1,0.25
5407.53.10,54075310,,,,"Woven fabrics, over 85% textured polyester filaments, of different colored yarns, thread count 69-142/cm warp and 31-71/cm filling.",0.1,0.25
5407.53.20,54075320,,,,"Woven fabrics, containing 85 percent or more by weight of textured polyester filaments, of yarns of different colors, nesoi.",0.1,0.25
5407.54.00,54075400,,,,"Woven fabrics, containing 85 percent or more by weight of textured polyester filaments, printed.",0.1,0.25
5407.61.11,54076111,,,,"Woven fab, dyed, 100% polyester, <77 cm wide, >69-142 warp >31-71 filling, of non-tex singles yarn, 75-80 dtx, 24 fil/yn, twist 900+ turns/m.",0.1,0.25
5407.61.19,54076119,,,,"Woven fab, dyed, 85%+ non-tex poly. fil., <77 cm wide, >69-142 warp >31-71 filling (not 100% poly. sin. yarn, 75-80 dtx, 24 fil/yn & 900+ turns/m).",0.1,0.25
5407.61.21,54076121,,,,"Woven fab, yn diff colors, <77 cm wide, >69-142 warp, >31-71 filling, 100% poly.non-tex sin. yarn of 75-80 dtx., 24 fil/yn & twist 900+ turns/m.",0.1,0.25
5407.61.29,54076129,,,,"Woven fab, 85%+ non-tex poly, yn diff colors, <77 cm wide, >69-142 warp, >31-71 filling (not 100% poly sin yarn, 75-80 dtx,24 fil/yn & 900+ turns/m).",0.1,0.25
5407.61.91,54076191,,,,"Woven fab, 85%+ non-tex poly fil, wholly of polyester, of single yarns 75-80 decitex, 24 fil/yarn & a twist of 900 or more turns/m.",0.1,0.25
5407.61.99,54076199,,,,"Woven fab, of 85%+ non-text. polyester filaments, nesoi (not wholly polyester single yarns, 75-80 dtx, 24 fil/yarn & twist 900+ turns/m).",0.1,0.25
5407.69.10,54076910,,,,"Woven fab, containing 85%+ by wt of polyester filaments nesoi, unbleached or bleached.",0.1,0.25
5407.69.20,54076920,,,,"Woven fab, containing 85%+ by wt of polyester filaments nesoi, dyed.",0.1,0.25
5407.69.30,54076930,,,,"Woven fab, cont. 85%+ by wt polyester filaments nesoi, thread count >69-142/cm in warp & >31-71/cm filling, of yarns of diff. colors.",0.1,0.25
5407.69.40,54076940,,,,"Woven fab, containing 85%+ by wt polyester filaments nesoi, of yarns of different colors, nesoi.",0.1,0.25
5407.69.90,54076990,,,,"Woven fab, containing 85%+ by wt polyester filaments nesoi, printed.",0.1,0.25
5407.71.00,54077100,,,,"Woven fabrics, containing 85 percent or more by weight of synthetic filaments, unbleached or bleached.",0.1,0.25
5407.72.00,54077200,,,,"Woven fabrics, containing 85 percent or more by weight of synthetic filaments, dyed.",0.1,0.25
5407.73.10,54077310,,,,"Woven fabrics, cont. 85% or more syn. filaments by weight, thread count >69-142/cm warp and >31-71/cm filling, of different colored yarns.",0.1,0.25
5407.73.20,54077320,,,,"Woven fabrics, containing 85% or more by weight of synthetic filaments, of yarns of different colors, nesoi.",0.1,0.25
5407.74.00,54077400,,,,"Woven fabrics, containing 85 percent or more by weight of synthetic filaments, printed.",0.1,0.25
5407.81.00,54078100,,,,"Woven fabrics, containing less than 85% by weight of synthetic filaments, mixed mainly or solely with cotton, unbleached or bleached.",0.1,0.25
5407.82.00,54078200,,,,"Woven fabrics, containing less than 85 percent by weight of synthetic filaments, mixed mainly or solely with cotton, dyed.",0.1,0.25
5407.83.00,54078300,,,,"Woven fabrics, less than 85 percent by weight of synthetic filaments, mixed mainly or solely with cotton, of yarns of different colors.",0.1,0.25
5407.84.00,54078400,,,,"Woven fabrics, containing less than 85 percent by weight of synthetic filaments, mixed mainly or solely with cotton, printed.",0.1,0.25
5407.91.05,54079105,,,,"Woven fabrics of synthetic filament yarn nesoi, containing 36 percent or more by weight of wool or fine animal hair, unbleached or bleached.",0.1,0.25
5407.91.10,54079110,,,,"Woven fabrics of synthetic filament yarn nesoi, mixed mainly or solely with wool or fine animal hair, unbleached or bleached, nesoi.",0.1,0.25
5407.91.20,54079120,,,,"Woven fabrics of synthetic filament yarn nesoi, unbleached or bleached, nesoi.",0.1,0.25
5407.92.05,54079205,,,,"Woven fabrics of synthetic filament yarn nesoi, containing 36 percent or more by weight of wool or fine animal hair, dyed.",0.1,0.25
5407.92.10,54079210,,,,"Woven fabrics of synthetic filament yarn nesoi, mixed mainly or solely with wool or fine animal hair, cont. <36% wool/fine animal hair, dyed.",0.1,0.25
5407.92.20,54079220,,,,"Woven fabrics of synthetic filament yarn nesoi, dyed, nesoi.",0.1,0.25
5407.93.05,54079305,,,,"Woven fabrics of synthetic filament yarn nesoi, containing 36% or more by weight of wool or fine animal hair, of yarns of different colors.",0.1,0.25
5407.93.10,54079310,,,,"Woven fabrics of synthetic filament yarn nesoi, mixed mainly or solely with wool or fine animal hair, of yarns of different colors, nesoi.",0.1,0.25
5407.93.15,54079315,,,,"Woven fabrics, cont. 85% or more of man-made filaments, thread count >69-142/cm warp and >31-71/cm filling, of different colored yarns.",0.1,0.25
5407.93.20,54079320,,,,"Woven fabrics of synthetic filament yarn nesoi, of yarns of different colors, nesoi.",0.1,0.25
5407.94.05,54079405,,,,"Woven fabrics of synthetic filament yarn nesoi, containing 36 percent or more by weight of wool or fine animal hair, printed.",0.1,0.25
5407.94.10,54079410,,,,"Woven fabrics of synthetic filament yarn nesoi, mixed mainly/solely with wool/fine animal hair, contain <36% wool/fine animal hair, printed.",0.1,0.25
5407.94.20,54079420,,,,"Woven fabrics of synthetic filament yarn nesoi, printed, nesoi.",0.1,0.25
5408.10.00,54081000,,,,"Woven fabrics obtained from high tenacity yarn, of viscose rayon.",0.1,0.25
5408.21.00,54082100,,,,"Woven fabrics, containing 85 percent or more by weight of artificial filament or strip or the like, unbleached or bleached.",0.1,0.25
5408.22.10,54082210,,,,"Woven fabric, 85%+ artificial filament or strip or the like, dyed, of cuprammonium rayon.",0.1,0.25
5408.22.90,54082290,,,,"Woven fabric, 85%+ artificial filament or strip or the like, dyed, not of cuprammonium rayon, nesoi.",0.1,0.25
